order_id,customer_id,order_date,payment_method,order_status
6257,945,2024-08-25,Credit Card,Pending
6258,614,2024-12-05,Cash,Delivered
6259,900,2026-03-15,Debit Card,Delivered
6260,222,2025-11-28,Net Banking,Pending
6261,889,2024-08-03,Net Banking,Shipped
6262,225,2026-04-20,Net Banking,Shipped
6263,814,2024-08-28,Cash,Shipped
6264,639,2026-03-14,Cash,Cancelled
6265,172,2024-06-11,Debit Card,Pending
6266,611,2025-03-11,Cash,Delivered
6267,236,2026-03-18,Net Banking,Pending
6268,136,2024-10-21,UPI,Delivered
6269,208,2026-02-25,Cash,Pending
6270,847,2024-06-30,Credit Card,Delivered
6271,182,2025-09-13,Net Banking,Delivered
6272,899,2025-05-25,Cash,Delivered
6273,96,2024-11-26,Net Banking,Shipped
6274,924,2026-04-03,Cash,Delivered
6275,919,2025-07-31,Net Banking,Pending
6276,380,2026-05-11,UPI,Pending
6277,235,2024-12-27,Net Banking,Pending
6278,359,2024-12-26,Cash,Delivered
6279,436,2024-10-20,Credit Card,Cancelled
6280,489,2026-02-24,Credit Card,Delivered
6281,291,2024-08-19,Cash,Pending
6282,264,2024-06-02,Credit Card,Delivered
6283,727,2024-05-19,UPI,Delivered
6284,533,2025-07-23,UPI,Pending
6285,671,2026-01-17,Credit Card,Cancelled
6286,419,2026-03-12,Debit Card,Delivered
6287,159,2025-12-07,Net Banking,Cancelled
6288,268,2024-12-26,Cash,Pending
6289,579,2025-07-21,Debit Card,Cancelled
6290,697,2024-09-02,Net Banking,Shipped
6291,424,2026-02-14,Cash,Pending
6292,184,2025-09-01,Debit Card,Pending
6293,260,2025-07-13,Debit Card,Cancelled
6294,793,2025-07-22,Net Banking,Shipped
6295,876,2024-11-29,UPI,Shipped
6296,458,2026-03-01,Credit Card,Delivered
6297,220,2026-02-23,Cash,Pending
6298,805,2025-09-09,Debit Card,Delivered
6299,165,2026-01-13,Net Banking,Delivered
6300,824,2025-01-18,UPI,Shipped
6301,483,2026-02-08,Cash,Pending
6302,91,2024-08-03,UPI,Cancelled
6303,228,2025-10-14,Debit Card,Delivered
6304,624,2024-12-17,UPI,Pending
6305,954,2025-04-08,Net Banking,Cancelled
6306,729,2024-08-17,Cash,Delivered
6307,969,2025-04-10,Credit Card,Pending
6308,450,2024-08-18,UPI,Shipped
6309,871,2025-12-13,Cash,Cancelled
6310,200,2026-01-04,UPI,Shipped
6311,630,2025-04-20,Credit Card,Delivered
6312,369,2024-09-08,Credit Card,Delivered
6313,1000,2026-02-01,Credit Card,Delivered
6314,283,2025-03-01,Net Banking,Cancelled
6315,686,2025-07-24,Net Banking,Pending
6316,601,2024-10-16,Credit Card,Delivered
6317,755,2025-07-04,UPI,Delivered
6318,563,2024-08-25,Debit Card,Cancelled
6319,356,2025-05-04,Debit Card,Shipped
6320,621,2025-12-14,Credit Card,Pending
6321,953,2026-02-08,Net Banking,Delivered
6322,268,2024-08-07,Credit Card,Pending
6323,519,2025-05-25,UPI,Delivered
6324,516,2025-02-01,Debit Card,Cancelled
6325,970,2025-02-03,UPI,Cancelled
6326,898,2024-09-11,Cash,Cancelled
6327,711,2026-01-25,Net Banking,Pending
6328,577,2025-02-13,Net Banking,Shipped
6329,776,2026-04-17,Debit Card,Pending
6330,698,2026-01-14,Net Banking,Delivered
6331,494,2026-01-08,UPI,Cancelled
6332,70,2025-01-29,Net Banking,Shipped
6333,694,2024-08-29,Credit Card,Cancelled
6334,423,2025-03-02,Debit Card,Delivered
6335,718,2024-09-29,Debit Card,Shipped
6336,295,2025-01-31,UPI,Pending
6337,690,2024-06-28,Debit Card,Delivered
6338,568,2025-05-03,Credit Card,Pending
6339,322,2024-09-25,Debit Card,Shipped
6340,916,2025-10-08,Cash,Cancelled
6341,188,2025-06-23,Credit Card,Pending
6342,755,2025-09-26,Credit Card,Shipped
6343,754,2025-04-24,Credit Card,Cancelled
6344,212,2024-07-23,Credit Card,Shipped
6345,855,2024-12-06,Credit Card,Cancelled
6346,160,2024-10-18,UPI,Delivered
6347,943,2025-07-08,UPI,Pending
6348,629,2024-08-18,UPI,Delivered
6349,869,2024-09-12,Net Banking,Cancelled
6350,636,2025-09-29,Debit Card,Pending
6351,920,2025-10-30,Cash,Cancelled
6352,503,2024-08-12,Credit Card,Cancelled
6353,408,2024-08-21,Credit Card,Shipped
6354,56,2024-06-27,Cash,Pending
6355,490,2026-04-30,Cash,Delivered
6356,515,2026-02-09,Debit Card,Pending
6357,882,2026-02-03,Credit Card,Pending
6358,1000,2025-10-05,UPI,Pending
6359,324,2025-12-29,UPI,Delivered
6360,691,2024-09-25,Credit Card,Pending
6361,595,2025-05-15,UPI,Cancelled
6362,371,2024-12-08,Cash,Cancelled
6363,192,2025-03-07,Cash,Cancelled
6364,243,2025-09-30,Debit Card,Pending
6365,982,2026-01-21,Cash,Cancelled
6366,375,2024-11-16,Credit Card,Pending
6367,435,2025-06-12,Credit Card,Pending
6368,718,2024-12-15,Debit Card,Cancelled
6369,875,2025-04-23,Net Banking,Cancelled
6370,462,2025-10-08,Credit Card,Shipped
6371,590,2024-08-07,Credit Card,Delivered
6372,739,2024-09-25,Debit Card,Shipped
6373,569,2025-10-27,Net Banking,Pending
6374,201,2024-11-29,Credit Card,Shipped
6375,485,2024-09-07,UPI,Shipped
6376,432,2026-03-10,Net Banking,Shipped
6377,915,2024-11-01,Cash,Cancelled
6378,805,2024-08-05,Net Banking,Cancelled
6379,257,2024-10-03,Cash,Delivered
6380,408,2024-10-29,UPI,Shipped
6381,62,2025-05-18,Credit Card,Cancelled
6382,488,2025-04-05,UPI,Pending
6383,763,2025-05-28,Debit Card,Cancelled
6384,370,2025-10-22,Debit Card,Cancelled
6385,353,2025-06-16,UPI,Pending
6386,125,2025-02-26,Debit Card,Shipped
6387,591,2026-04-05,Cash,Shipped
6388,800,2026-03-30,Debit Card,Cancelled
6389,333,2025-09-27,Cash,Pending
6390,794,2024-09-14,Net Banking,Delivered
6391,391,2024-09-23,Cash,Cancelled
6392,475,2024-07-18,Credit Card,Shipped
6393,656,2024-12-30,Debit Card,Pending
6394,647,2025-04-10,Cash,Pending
6395,870,2026-01-05,UPI,Delivered
6396,166,2025-01-20,Debit Card,Shipped
6397,322,2025-03-05,Debit Card,Cancelled
6398,728,2025-02-16,Debit Card,Pending
6399,278,2025-04-03,Net Banking,Cancelled
6400,766,2024-08-06,Cash,Pending
6401,424,2024-11-02,Credit Card,Shipped
6402,875,2024-11-17,UPI,Shipped
6403,746,2026-04-29,Credit Card,Cancelled
6404,964,2026-04-15,UPI,Shipped
6405,171,2025-02-04,Net Banking,Delivered
6406,98,2026-05-15,UPI,Pending
6407,562,2025-08-25,UPI,Delivered
6408,790,2026-01-04,Net Banking,Delivered
6409,107,2025-01-16,Debit Card,Shipped
6410,87,2024-10-19,Net Banking,Cancelled
6411,235,2025-05-07,Credit Card,Cancelled
6412,454,2024-11-28,Credit Card,Shipped
6413,540,2025-05-10,Credit Card,Delivered
6414,36,2024-08-22,Debit Card,Cancelled
6415,885,2025-12-29,Net Banking,Pending
6416,999,2024-07-08,Cash,Cancelled
6417,562,2024-08-10,Net Banking,Shipped
6418,993,2025-08-28,Cash,Shipped
6419,606,2024-07-25,Cash,Pending
6420,647,2025-06-25,Cash,Pending
6421,537,2025-03-09,Cash,Cancelled
6422,931,2026-04-07,Debit Card,Pending
6423,553,2024-10-26,Credit Card,Delivered
6424,453,2025-05-01,Debit Card,Cancelled
6425,423,2024-12-07,Debit Card,Shipped
6426,311,2025-06-18,UPI,Delivered
6427,536,2024-09-14,Credit Card,Cancelled
6428,294,2024-10-09,Net Banking,Delivered
6429,705,2025-09-08,Net Banking,Pending
6430,307,2025-04-09,UPI,Pending
6431,818,2025-05-04,Debit Card,Shipped
6432,816,2024-09-21,UPI,Cancelled
6433,194,2024-08-07,Net Banking,Pending
6434,405,2025-10-19,Credit Card,Shipped
6435,733,2025-12-28,Net Banking,Pending
6436,226,2024-07-02,Debit Card,Delivered
6437,433,2025-02-02,Credit Card,Cancelled
6438,292,2025-04-20,Cash,Cancelled
6439,423,2025-11-21,Credit Card,Delivered
6440,187,2025-03-07,Credit Card,Cancelled
6441,114,2024-06-06,Net Banking,Pending
6442,279,2025-07-31,Cash,Pending
6443,193,2025-04-09,Debit Card,Delivered
6444,156,2025-02-10,UPI,Delivered
6445,191,2026-03-02,UPI,Cancelled
6446,276,2026-05-11,Credit Card,Pending
6447,745,2024-08-25,UPI,Shipped
6448,93,2025-08-01,Credit Card,Delivered
6449,506,2025-09-14,Credit Card,Cancelled
6450,431,2024-06-22,Debit Card,Pending
6451,381,2025-02-13,Net Banking,Delivered
6452,339,2024-08-03,UPI,Shipped
6453,58,2025-02-21,Debit Card,Pending
6454,74,2026-01-05,Cash,Pending
6455,186,2025-06-27,Credit Card,Cancelled
6456,837,2025-10-29,Net Banking,Delivered
6457,125,2024-08-01,Credit Card,Pending
6458,790,2026-04-30,Net Banking,Shipped
6459,756,2025-12-22,UPI,Shipped
6460,472,2025-05-15,UPI,Shipped
6461,485,2025-02-19,Net Banking,Cancelled
6462,959,2026-04-02,Debit Card,Shipped
6463,645,2025-08-02,UPI,Delivered
6464,260,2025-02-23,Net Banking,Cancelled
6465,204,2025-08-15,Debit Card,Delivered
6466,885,2025-07-28,Credit Card,Delivered
6467,242,2026-03-31,Net Banking,Cancelled
6468,16,2025-01-11,Credit Card,Cancelled
6469,599,2025-11-17,UPI,Pending
6470,809,2025-02-28,Credit Card,Delivered
6471,993,2024-08-09,UPI,Pending
6472,705,2024-06-18,Cash,Shipped
6473,381,2026-03-23,UPI,Shipped
6474,162,2024-12-19,Net Banking,Delivered
6475,703,2025-05-27,Cash,Cancelled
6476,954,2025-07-18,UPI,Delivered
6477,365,2024-08-01,Credit Card,Delivered
6478,129,2024-08-26,Net Banking,Shipped
6479,325,2025-01-24,Cash,Cancelled
6480,825,2025-03-08,Net Banking,Shipped
6481,22,2025-09-10,Net Banking,Cancelled
6482,742,2026-03-02,Credit Card,Cancelled
6483,921,2024-06-30,UPI,Pending
6484,724,2024-09-29,Net Banking,Cancelled
6485,556,2026-03-23,Net Banking,Shipped
6486,581,2025-04-20,Credit Card,Cancelled
6487,332,2024-11-23,Net Banking,Cancelled
6488,889,2025-05-20,Cash,Shipped
6489,71,2025-10-03,Cash,Shipped
6490,461,2025-12-17,Debit Card,Cancelled
6491,555,2025-08-10,Debit Card,Pending
6492,1,2025-09-19,Cash,Pending
6493,752,2025-07-20,Credit Card,Delivered
6494,635,2024-09-05,Debit Card,Shipped
6495,329,2024-11-15,UPI,Pending
6496,195,2026-02-27,Cash,Pending
6497,785,2026-03-27,Cash,Shipped
6498,628,2026-02-23,Debit Card,Cancelled
6499,420,2024-07-09,Debit Card,Delivered
6500,99,2025-09-06,Cash,Delivered
6501,45,2024-06-20,Credit Card,Shipped
6502,895,2024-06-11,UPI,Shipped
6503,110,2024-11-25,Net Banking,Shipped
6504,102,2024-08-28,UPI,Pending
6505,674,2024-10-08,Net Banking,Cancelled
6506,51,2025-05-20,Debit Card,Shipped
6507,621,2025-07-03,UPI,Delivered
6508,953,2025-11-15,Credit Card,Pending
6509,951,2025-06-07,UPI,Pending
6510,821,2026-04-23,UPI,Cancelled
6511,572,2025-11-19,Net Banking,Cancelled
6512,814,2026-03-23,UPI,Cancelled
6513,542,2025-11-27,UPI,Delivered
6514,855,2025-03-10,Debit Card,Delivered
6515,968,2026-03-02,Credit Card,Delivered
6516,104,2024-11-28,Credit Card,Pending
6517,195,2025-04-17,Credit Card,Shipped
6518,584,2024-06-29,Credit Card,Pending
6519,765,2025-11-29,UPI,Cancelled
6520,691,2024-05-18,Net Banking,Pending
6521,905,2025-02-09,UPI,Shipped
6522,812,2024-09-02,Credit Card,Pending
6523,517,2025-11-18,Debit Card,Shipped
6524,547,2026-02-20,Cash,Pending
6525,956,2025-12-01,Debit Card,Cancelled
6526,564,2026-04-09,Debit Card,Cancelled
6527,423,2026-01-02,Net Banking,Cancelled
6528,624,2024-08-22,Credit Card,Shipped
6529,385,2025-12-18,Cash,Cancelled
6530,369,2024-09-18,Net Banking,Pending
6531,983,2025-08-31,Net Banking,Delivered
6532,744,2025-11-04,UPI,Cancelled
6533,611,2024-06-24,UPI,Shipped
6534,912,2024-08-21,Debit Card,Delivered
6535,308,2025-03-29,Credit Card,Shipped
6536,877,2025-02-26,Debit Card,Delivered
6537,791,2025-03-22,Debit Card,Shipped
6538,97,2025-03-23,UPI,Pending
6539,365,2025-09-02,Credit Card,Shipped
6540,272,2025-12-20,Debit Card,Shipped
6541,239,2026-03-17,Debit Card,Cancelled
6542,95,2025-09-14,Cash,Pending
6543,583,2025-07-17,Credit Card,Delivered
6544,741,2025-02-24,Debit Card,Pending
6545,178,2025-10-25,Net Banking,Delivered
6546,610,2025-07-23,Debit Card,Delivered
6547,749,2026-01-31,Cash,Pending
6548,81,2026-01-25,UPI,Cancelled
6549,357,2025-06-24,Net Banking,Pending
6550,953,2024-07-06,UPI,Shipped
6551,766,2026-04-25,Cash,Delivered
6552,650,2024-09-08,Net Banking,Delivered
6553,313,2025-05-05,Cash,Delivered
6554,327,2025-02-28,Cash,Shipped
6555,335,2025-09-01,Cash,Shipped
6556,157,2024-10-25,UPI,Pending
6557,995,2024-08-14,Net Banking,Delivered
6558,228,2024-10-22,Net Banking,Cancelled
6559,806,2026-02-24,Net Banking,Shipped
6560,136,2025-06-03,Debit Card,Delivered
6561,488,2025-10-31,Cash,Delivered
6562,562,2025-02-21,Net Banking,Cancelled
6563,88,2025-03-16,Net Banking,Pending
6564,793,2025-04-16,Credit Card,Shipped
6565,493,2024-10-05,Cash,Shipped
6566,500,2025-01-12,Net Banking,Shipped
6567,575,2025-03-16,Cash,Shipped
6568,249,2024-09-09,UPI,Cancelled
6569,796,2026-02-14,Net Banking,Cancelled
6570,702,2025-05-01,Cash,Delivered
6571,116,2025-04-17,Net Banking,Pending
6572,375,2025-08-18,Debit Card,Shipped
6573,329,2025-07-04,Debit Card,Delivered
6574,789,2025-11-29,Debit Card,Shipped
6575,359,2025-11-01,Cash,Pending
6576,639,2025-07-02,Credit Card,Pending
6577,46,2025-10-24,Credit Card,Shipped
6578,702,2025-12-07,Debit Card,Shipped
6579,776,2024-05-16,UPI,Delivered
6580,758,2025-10-25,UPI,Shipped
6581,972,2025-12-24,Cash,Shipped
6582,890,2026-05-03,Debit Card,Delivered
6583,352,2025-03-28,UPI,Cancelled
6584,461,2025-06-19,Net Banking,Delivered
6585,340,2025-02-12,Credit Card,Shipped
6586,209,2024-10-25,Cash,Cancelled
6587,562,2025-05-22,Net Banking,Shipped
6588,712,2026-02-12,UPI,Pending
6589,597,2025-06-12,Cash,Delivered
6590,262,2024-07-22,Credit Card,Delivered
6591,291,2025-05-01,Credit Card,Cancelled
6592,55,2026-04-17,Net Banking,Delivered
6593,69,2024-10-23,Net Banking,Cancelled
6594,679,2026-03-18,Debit Card,Delivered
6595,20,2025-11-28,Debit Card,Pending
6596,237,2025-01-13,Net Banking,Delivered
6597,926,2024-11-08,Debit Card,Pending
6598,888,2025-07-05,Cash,Delivered
6599,191,2025-06-08,Credit Card,Pending
6600,575,2024-11-15,UPI,Delivered
6601,254,2026-02-10,Cash,Cancelled
6602,342,2025-06-21,Net Banking,Pending
6603,763,2026-02-13,Credit Card,Delivered
6604,356,2025-09-26,Debit Card,Cancelled
6605,641,2026-02-27,Debit Card,Shipped
6606,514,2026-01-12,Debit Card,Delivered
6607,641,2026-04-03,Debit Card,Pending
6608,912,2024-06-22,UPI,Cancelled
6609,231,2024-06-18,Credit Card,Cancelled
6610,919,2025-12-24,Net Banking,Shipped
6611,90,2026-03-21,Net Banking,Shipped
6612,428,2026-03-02,Credit Card,Shipped
6613,437,2025-07-16,Debit Card,Cancelled
6614,460,2025-03-26,Cash,Shipped
6615,212,2026-02-05,Credit Card,Shipped
6616,884,2024-12-21,Credit Card,Cancelled
6617,706,2026-04-11,Cash,Shipped
6618,441,2025-07-11,Credit Card,Shipped
6619,326,2025-01-10,UPI,Delivered
6620,189,2025-05-21,Debit Card,Shipped
6621,745,2025-11-20,UPI,Cancelled
6622,902,2024-12-28,Net Banking,Pending
6623,311,2025-07-09,Net Banking,Cancelled
6624,156,2024-09-22,Credit Card,Delivered
6625,135,2025-07-18,Credit Card,Delivered
6626,781,2025-12-15,Cash,Cancelled
6627,621,2025-12-24,Cash,Shipped
6628,611,2025-05-15,Credit Card,Shipped
6629,704,2024-07-13,UPI,Cancelled
6630,82,2025-09-16,Net Banking,Shipped
6631,515,2025-01-08,Cash,Pending
6632,730,2024-07-03,Debit Card,Shipped
6633,873,2025-01-04,Net Banking,Pending
6634,486,2024-12-16,Credit Card,Shipped
6635,198,2025-03-10,Credit Card,Delivered
6636,419,2025-06-08,UPI,Cancelled
6637,974,2024-10-10,Net Banking,Shipped
6638,761,2024-09-07,Credit Card,Shipped
6639,68,2024-06-18,Credit Card,Pending
6640,888,2026-02-27,Cash,Pending
6641,705,2024-06-16,Debit Card,Pending
6642,909,2024-12-02,Credit Card,Pending
6643,415,2024-10-18,UPI,Pending
6644,738,2026-03-26,Debit Card,Pending
6645,627,2024-06-10,Cash,Delivered
6646,534,2025-10-18,UPI,Pending
6647,468,2024-08-01,UPI,Shipped
6648,532,2025-11-23,Cash,Pending
6649,753,2024-10-15,UPI,Pending
6650,529,2024-08-20,UPI,Shipped
6651,299,2025-12-09,Net Banking,Pending
6652,906,2024-06-16,Debit Card,Cancelled
6653,473,2025-12-17,Credit Card,Pending
6654,302,2026-02-16,Cash,Delivered
6655,707,2025-06-25,Cash,Shipped
6656,475,2025-03-04,Net Banking,Delivered
6657,740,2025-01-20,Cash,Delivered
6658,185,2024-07-16,Cash,Shipped
6659,403,2026-03-05,Net Banking,Cancelled
6660,462,2024-07-22,UPI,Shipped
6661,465,2025-07-29,Cash,Shipped
6662,904,2026-01-24,Net Banking,Delivered
6663,257,2024-10-19,Debit Card,Shipped
6664,736,2025-02-19,UPI,Delivered
6665,117,2024-06-03,Net Banking,Cancelled
6666,88,2025-02-25,Cash,Pending
6667,745,2024-12-17,Cash,Shipped
6668,388,2025-08-18,Cash,Pending
6669,45,2025-12-30,Credit Card,Cancelled
6670,580,2025-03-05,Credit Card,Shipped
6671,890,2024-05-23,Credit Card,Shipped
6672,788,2025-06-23,UPI,Pending
6673,316,2025-04-15,Debit Card,Pending
6674,296,2024-12-06,Credit Card,Delivered
6675,921,2025-03-18,Credit Card,Shipped
6676,4,2025-08-23,Cash,Cancelled
6677,13,2024-05-20,Net Banking,Pending
6678,876,2024-08-22,Net Banking,Delivered
6679,623,2024-10-26,Net Banking,Shipped
6680,223,2025-06-11,Cash,Pending
6681,465,2025-12-08,Net Banking,Pending
6682,82,2025-12-23,Cash,Delivered
6683,251,2026-02-21,Cash,Cancelled
6684,635,2025-04-04,Cash,Shipped
6685,51,2025-04-04,Credit Card,Shipped
6686,57,2025-09-22,Debit Card,Delivered
6687,149,2025-06-11,UPI,Cancelled
6688,340,2024-12-06,UPI,Delivered
6689,112,2026-04-08,Net Banking,Shipped
6690,166,2024-10-17,Debit Card,Shipped
6691,990,2026-03-05,Net Banking,Cancelled
6692,954,2025-11-09,UPI,Delivered
6693,787,2026-04-30,Debit Card,Cancelled
6694,378,2025-05-28,Net Banking,Delivered
6695,777,2024-08-24,Net Banking,Delivered
6696,300,2025-05-17,Net Banking,Shipped
6697,125,2026-04-25,Debit Card,Cancelled
6698,540,2024-06-23,Net Banking,Shipped
6699,713,2024-09-11,Credit Card,Delivered
6700,112,2024-06-02,Cash,Delivered
6701,496,2025-06-06,Cash,Cancelled
6702,438,2025-09-16,Cash,Cancelled
6703,266,2025-10-22,Cash,Cancelled
6704,950,2026-04-10,Credit Card,Pending
6705,533,2024-08-22,Net Banking,Pending
6706,828,2026-01-10,Credit Card,Shipped
6707,726,2026-04-14,Debit Card,Shipped
6708,2,2025-06-11,UPI,Delivered
6709,477,2024-08-27,UPI,Shipped
6710,819,2025-01-01,Cash,Pending
6711,424,2026-03-09,UPI,Cancelled
6712,359,2024-05-15,Cash,Shipped
6713,12,2025-02-06,Credit Card,Cancelled
6714,261,2024-12-03,UPI,Cancelled
6715,308,2024-11-25,Cash,Cancelled
6716,786,2025-11-11,UPI,Delivered
6717,703,2024-09-30,Debit Card,Cancelled
6718,406,2025-04-12,Cash,Delivered
6719,853,2024-05-29,Credit Card,Shipped
6720,339,2026-05-07,Debit Card,Pending
6721,939,2024-06-09,Net Banking,Delivered
6722,662,2025-07-10,Credit Card,Pending
6723,160,2025-05-29,Net Banking,Cancelled
6724,474,2025-09-08,Net Banking,Delivered
6725,856,2024-06-08,Cash,Cancelled
6726,579,2025-10-14,Debit Card,Delivered
6727,214,2025-11-19,Cash,Cancelled
6728,819,2025-01-18,Debit Card,Delivered
6729,993,2025-03-14,Credit Card,Cancelled
6730,861,2026-05-04,UPI,Cancelled
6731,385,2026-01-31,Cash,Shipped
6732,585,2026-01-31,Cash,Pending
6733,192,2026-05-11,Cash,Delivered
6734,886,2025-11-03,Debit Card,Cancelled
6735,727,2025-11-11,UPI,Cancelled
6736,424,2024-10-01,UPI,Pending
6737,899,2024-10-15,Credit Card,Cancelled
6738,463,2025-03-10,Debit Card,Shipped
6739,538,2024-06-16,Debit Card,Shipped
6740,115,2024-06-27,Debit Card,Delivered
6741,797,2024-08-31,Credit Card,Delivered
6742,455,2024-10-16,Cash,Delivered
6743,819,2026-02-17,Net Banking,Shipped
6744,195,2025-06-17,Debit Card,Pending
6745,751,2025-03-11,Cash,Cancelled
6746,795,2025-07-19,Debit Card,Shipped
6747,788,2025-11-10,UPI,Shipped
6748,211,2025-10-30,UPI,Pending
6749,397,2024-10-24,Cash,Delivered
6750,5,2025-11-07,Debit Card,Delivered
6751,704,2025-07-14,Cash,Delivered
6752,342,2025-06-18,Net Banking,Delivered
6753,106,2026-04-30,Cash,Cancelled
6754,24,2024-08-07,Cash,Cancelled
6755,655,2025-05-15,Credit Card,Cancelled
6756,206,2024-06-22,Credit Card,Cancelled
6757,284,2025-12-04,Cash,Cancelled
6758,792,2025-03-20,Net Banking,Delivered
6759,280,2025-09-04,Credit Card,Shipped
6760,281,2025-06-20,UPI,Delivered
6761,982,2025-04-22,Cash,Delivered
6762,212,2025-03-13,Cash,Cancelled
6763,563,2025-01-22,Debit Card,Cancelled
6764,145,2024-06-23,Debit Card,Shipped
6765,176,2026-03-15,UPI,Cancelled
6766,628,2026-01-10,Debit Card,Pending
6767,52,2026-03-25,Credit Card,Delivered
6768,483,2025-05-17,UPI,Delivered
6769,393,2025-12-27,UPI,Delivered
6770,437,2025-11-26,Net Banking,Shipped
6771,722,2024-06-07,Cash,Pending
6772,632,2025-09-18,Debit Card,Cancelled
6773,341,2025-11-10,Credit Card,Delivered
6774,998,2026-04-21,Net Banking,Shipped
6775,96,2025-10-20,Net Banking,Delivered
6776,467,2024-11-01,Debit Card,Pending
6777,482,2025-11-16,Credit Card,Shipped
6778,148,2025-08-21,Cash,Cancelled
6779,935,2025-10-06,Debit Card,Pending
6780,188,2025-04-11,Debit Card,Cancelled
6781,465,2026-02-13,Net Banking,Delivered
6782,67,2025-04-30,Net Banking,Delivered
6783,360,2025-10-08,Net Banking,Pending
6784,867,2025-05-31,Credit Card,Cancelled
6785,787,2024-08-07,Debit Card,Shipped
6786,521,2024-11-18,UPI,Pending
6787,838,2024-09-21,UPI,Cancelled
6788,570,2025-01-09,UPI,Cancelled
6789,546,2025-03-17,Net Banking,Pending
6790,605,2025-08-20,Net Banking,Shipped
6791,636,2025-05-26,Credit Card,Shipped
6792,998,2025-11-09,Net Banking,Pending
6793,68,2024-08-01,Debit Card,Shipped
6794,834,2026-04-11,Cash,Pending
6795,804,2025-02-06,Net Banking,Cancelled
6796,558,2025-04-02,Credit Card,Shipped
6797,679,2025-07-15,UPI,Pending
6798,118,2024-09-06,Cash,Pending
6799,334,2024-06-08,Cash,Delivered
6800,842,2024-12-23,Net Banking,Shipped
6801,316,2025-05-15,Net Banking,Delivered
6802,613,2026-04-29,UPI,Pending
6803,336,2025-09-29,Net Banking,Delivered
6804,93,2025-03-04,Credit Card,Shipped
6805,909,2024-06-20,Cash,Delivered
6806,776,2026-01-19,Credit Card,Shipped
6807,464,2024-11-03,Cash,Cancelled
6808,400,2025-03-14,Cash,Pending
6809,201,2024-08-03,Credit Card,Cancelled
6810,307,2025-10-29,Cash,Cancelled
6811,941,2024-12-22,Net Banking,Cancelled
6812,92,2025-12-24,Cash,Delivered
6813,627,2026-05-10,Cash,Pending
6814,868,2024-09-15,Credit Card,Cancelled
6815,64,2025-11-10,Debit Card,Delivered
6816,1,2025-07-26,Cash,Cancelled
6817,113,2025-11-15,Debit Card,Delivered
6818,241,2025-01-04,Net Banking,Pending
6819,641,2025-02-22,Debit Card,Pending
6820,416,2025-02-07,Net Banking,Pending
6821,559,2025-03-03,Credit Card,Shipped
6822,487,2025-11-03,Credit Card,Shipped
6823,569,2026-02-24,Net Banking,Cancelled
6824,861,2025-04-10,Net Banking,Shipped
6825,296,2026-04-12,Credit Card,Shipped
6826,12,2025-03-16,UPI,Delivered
6827,148,2025-11-04,Net Banking,Pending
6828,999,2026-01-07,Credit Card,Delivered
6829,141,2025-06-06,Net Banking,Pending
6830,916,2024-11-12,Cash,Pending
6831,639,2025-05-28,Credit Card,Pending
6832,522,2025-12-04,Net Banking,Pending
6833,394,2025-04-03,Debit Card,Shipped
6834,191,2025-06-22,Net Banking,Delivered
6835,592,2025-06-17,Net Banking,Shipped
6836,730,2025-01-10,Cash,Cancelled
6837,421,2026-03-27,Cash,Cancelled
6838,35,2024-09-06,UPI,Pending
6839,722,2026-01-16,Debit Card,Delivered
6840,595,2024-10-28,Net Banking,Delivered
6841,146,2026-04-03,Cash,Cancelled
6842,477,2026-03-11,Cash,Delivered
6843,536,2025-08-19,Cash,Delivered
6844,252,2024-11-05,Net Banking,Delivered
6845,701,2025-04-22,Cash,Cancelled
6846,628,2025-03-10,UPI,Cancelled
6847,548,2024-08-01,UPI,Pending
6848,465,2025-05-30,Cash,Pending
6849,588,2025-09-06,Debit Card,Pending
6850,362,2026-04-14,Debit Card,Cancelled
6851,172,2025-03-20,UPI,Cancelled
6852,745,2025-11-01,Cash,Cancelled
6853,63,2024-10-12,Net Banking,Shipped
6854,587,2025-02-26,UPI,Cancelled
6855,829,2025-05-09,Cash,Delivered
6856,294,2025-05-04,Net Banking,Delivered
6857,130,2025-12-23,Cash,Delivered
6858,872,2024-05-25,Debit Card,Cancelled
6859,136,2025-12-31,Cash,Cancelled
6860,282,2025-08-25,Debit Card,Delivered
6861,760,2025-02-21,UPI,Shipped
6862,932,2025-08-17,Cash,Shipped
6863,675,2026-04-23,Net Banking,Cancelled
6864,828,2026-04-05,Credit Card,Cancelled
6865,802,2026-02-26,Credit Card,Pending
6866,186,2025-09-27,Cash,Delivered
6867,352,2025-07-20,UPI,Shipped
6868,610,2026-02-18,Credit Card,Pending
6869,771,2025-06-26,Net Banking,Pending
6870,244,2026-01-10,Net Banking,Shipped
6871,216,2024-08-08,Cash,Cancelled
6872,56,2026-01-28,Debit Card,Delivered
6873,54,2024-06-25,Credit Card,Pending
6874,409,2026-02-22,Net Banking,Cancelled
6875,488,2025-02-28,Cash,Shipped
6876,389,2024-10-15,Net Banking,Pending
6877,269,2025-02-27,Credit Card,Pending
6878,13,2025-05-24,Debit Card,Pending
6879,392,2025-03-23,Debit Card,Delivered
6880,100,2025-03-30,Cash,Cancelled
6881,980,2024-09-23,Net Banking,Cancelled
6882,344,2024-07-07,Debit Card,Cancelled
6883,822,2024-11-08,UPI,Cancelled
6884,671,2025-01-28,Cash,Pending
